field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
review_cluster_high_id,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Identificador do cenário que comprime coordenadas idênticas e pares HIGH.,"União de grupos somente para análise de sensibilidade, sem alterar os IDs fonte.",texto,Permite medir quanto a contagem mudaria sob revisão conservadora.,Não é cluster hidrogeológico nem cadastro corrigido.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
review_evidence_n,Suficiência por pergunta,cell_question_sufficiency_long.csv | question_global_summary.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
review_high_clusters_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de grupos locais no cenário de revisão que comprime candidatos HIGH.,Contagem distinta do identificador do cenário na célula.,n,Serve somente como cenário de sensibilidade documental.,Não é tamanho amostral efetivo.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
review_high_reduction_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Redução absoluta da contagem no cenário de revisão com candidatos HIGH.,n_wells_raw − review_high_clusters_n.,n,Quantifica impacto máximo local da hipótese de fusão usada no cenário.,Não confirma que os poços devam ser fundidos.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
review_high_reduction_pct,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Redução percentual da contagem no cenário de revisão com candidatos HIGH.,100 × review_high_reduction_n ÷ n_wells_raw.,%,Permite comparar sensibilidade entre células com diferentes números de poços.,Não é porcentagem de redundância hidrogeológica.,UNKNOWN em célula sem poço.
rimas_registered,Vertical e temporal,well_vertical_temporal.csv,Indicador booleano de que a condição documental descrita no nome do campo foi demonstrada nos dados adquiridos.,TRUE somente quando a regra específica do módulo é satisfeita.,booleano,Permite separar presença documental de ausência de campo.,FALSE não significa ausência física da característica.,Campos não adquiridos não são inferidos.
rimas_registered_n,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Contagem definida pelo nome do campo no produto correspondente.,Contagem direta dos registros que satisfazem a regra específica do módulo.,n,Interpretar como quantidade documental ou espacial sob a regra declarada.,"Não transformar em qualidade, prioridade ou independência sem método adicional.","Zero é ausência de registros que satisfaçam a regra, não ausência física do fenômeno."
rimas_status_current,Vertical e temporal,well_vertical_temporal.csv,Valor original do indicador RIMAS no snapshot SIAGAS atual.,Campo fonte preservado.,texto,Permite auditar o vínculo cadastral declarado.,Cadastro RIMAS não equivale a série temporal RIMAS adquirida.,UNKNOWN se campo fonte estiver vazio.
role,Suficiência por pergunta,dimension_dependency_matrix.csv | question_requirement_matrix.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
row_spacing_m,Estrutura espacial,maup_variant_metadata.csv,Parâmetro geométrico da tesselação hexagonal sintética.,Derivado da área-alvo e da orientação adotada.,km ou m conforme o campo,Permite reproduzir exatamente a malha e seus deslocamentos.,Não é uma variável hidrogeológica.,Definido apenas para produtos de tesselação sintética.
rule,Malhas de evidência | Vertical e temporal,grid_assignment_audit.csv | vertical_temporal_registry.csv,"Regra operacional usada para definir uma camada, associação ou estado.",Texto do critério implementado no script correspondente.,texto,É a ponte entre conceito e execução reproduzível.,Não é uma observação hidrogeológica.,"Se não houver regra documentada, o resultado não deve ser incorporado ao visor."
same_stratum_evidence_n,Estratificação hidrogeológica,same_stratum_gap_by_domain.csv | same_stratum_gap_by_hydro_unit.csv,Contagem definida pelo nome do campo no produto correspondente.,Contagem direta dos registros que satisfazem a regra específica do módulo.,n,Interpretar como quantidade documental ou espacial sob a regra declarada.,"Não transformar em qualidade, prioridade ou independência sem método adicional.","Zero é ausência de registros que satisfaçam a regra, não ausência física do fenômeno."
same_stratum_gap_max_km,Estratificação hidrogeológica,same_stratum_gap_by_domain.csv | same_stratum_gap_by_hydro_unit.csv,Máximo da distância até evidência pertencente ao mesmo estrato hidrogeológico do ponto de suporte.,Distância euclidiana mínima condicionada à unidade ou domínio atribuído ao próprio ponto de suporte.,km,Expõe quanto a cobertura diminui quando a evidência de outro estrato deixa de ser aceita como representativa do local.,Não é distância hidráulica nem limite do aquífero em profundidade.,UNKNOWN quando não existe evidência atribuída ao mesmo estrato.
same_stratum_gap_median_km,Estratificação hidrogeológica,same_stratum_gap_by_domain.csv | same_stratum_gap_by_hydro_unit.csv,Mediana da distância até evidência pertencente ao mesmo estrato hidrogeológico do ponto de suporte.,Distância euclidiana mínima condicionada à unidade ou domínio atribuído ao próprio ponto de suporte.,km,Expõe quanto a cobertura diminui quando a evidência de outro estrato deixa de ser aceita como representativa do local.,Não é distância hidráulica nem limite do aquífero em profundidade.,UNKNOWN quando não existe evidência atribuída ao mesmo estrato.
same_stratum_gap_p90_km,Estratificação hidrogeológica,same_stratum_gap_by_domain.csv | same_stratum_gap_by_hydro_unit.csv,Percentil 90 da distância até evidência pertencente ao mesmo estrato hidrogeológico do ponto de suporte.,Distância euclidiana mínima condicionada à unidade ou domínio atribuído ao próprio ponto de suporte.,km,Expõe quanto a cobertura diminui quando a evidência de outro estrato deixa de ser aceita como representativa do local.,Não é distância hidráulica nem limite do aquífero em profundidade.,UNKNOWN quando não existe evidência atribuída ao mesmo estrato.
scale_a_km2,Estrutura espacial | Estudo de escalas,scale_candidate_cross_scale_stability.csv | scale_stability_evidence.csv,Primeira escala do par usado em uma comparação de estabilidade.,Valor nominal da malha A.,km²,Identifica um dos dois suportes areais comparados.,Não é área efetiva de uma célula específica.,Deve ser lida junto a scale_b_km2.
scale_b_km2,Estrutura espacial | Estudo de escalas,scale_candidate_cross_scale_stability.csv | scale_stability_evidence.csv,Segunda escala do par usado em uma comparação de estabilidade.,Valor nominal da malha B.,km²,Identifica o segundo suporte areal comparado.,Não é área efetiva de uma célula específica.,Deve ser lida junto a scale_a_km2.
scale_km2,Estratificação hidrogeológica | Estrutura espacial | Estudo de escalas | Malhas de evidência | Vertical e temporal,grid_assignment_audit.csv | grid_evidence_long.csv | grid_scale_summary.csv | maup_origin_concordance.csv | maup_origin_sensitivity_summary.csv | maup_variant_metadata.csv | maup_variant_summary.csv | scale_by_hydro_unit.csv | scale_by_hydrolithologic_domain.csv | scale_candidate_decision_matrix.csv | scale_candidate_origin_concordance.csv | scale_candidate_origin_sensitivity.csv | scale_candidate_origin_variants.csv | scale_candidate_summary.csv | scale_primary_1000km2.csv | scale_primary_100km2.csv | scale_primary_150km2.csv | scale_primary_250km2.csv | scale_primary_500km2.csv | spatial_assignment_audit.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv | spatial_structure_scale_summary.csv | stratified_scale_summary.csv | vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv | vertical_temporal_scale_summary.csv,Área nominal associada à escala da malha.,Parâmetro de construção da tesselação.,km²,Define o tamanho-alvo da unidade espacial antes do recorte estadual.,Não é a área efetiva de células cortadas pela fronteira.,Sempre definido para as malhas geradas.
scale_selection_allowed,Estabilidade e sensibilidade,support_question_cross_scale.csv,Valor auditável de scale selection allowed no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
scale_selection_status,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Estado explícito da seleção de escala.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
score_used,Suficiência por pergunta,cell_question_sufficiency_long.csv | question_global_summary.csv | question_registry.csv | well_question_sufficiency_long.csv,Declara uso de score.,FALSE em toda a V2.4.,booleano,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
selection_status,Estudo de escalas,scale_candidate_decision_matrix.csv,"Metadado de processamento, estado ou procedência do produto.",Definido pelo protocolo de geração e auditoria.,texto,Explica como o resultado foi produzido ou em que estado deve ser lido.,Não é um valor físico do aquífero.,"Quando ausente, consultar metodologia e arquivo fonte."
series_demonstrated_n,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Contagem definida pelo nome do campo no produto correspondente.,Contagem direta dos registros que satisfazem a regra específica do módulo.,n,Interpretar como quantidade documental ou espacial sob a regra declarada.,"Não transformar em qualidade, prioridade ou independência sem método adicional.","Zero é ausência de registros que satisfaçam a regra, não ausência física do fenômeno."
sgb2024_unit_aflorante,Vertical e temporal,well_vertical_temporal.csv,Nome da unidade hidroestratigráfica SGB 2024 atribuída ou dominante.,Atribuição espacial ou interseção vetorial com o mapa hidrogeológico SGB 2024.,categoria,Permite condicionar a evidência à unidade hidrogeológica de superfície usada na referência oficial.,A escala 1:1.000.000 não deve ser tratada como limite de precisão local nem como aquífero captado em profundidade.,UNKNOWN quando a atribuição espacial é ambígua ou ausente.
side_m,Estrutura espacial,maup_variant_metadata.csv,Parâmetro geométrico da tesselação hexagonal sintética.,Derivado da área-alvo e da orientação adotada.,km ou m conforme o campo,Permite reproduzir exatamente a malha e seus deslocamentos.,Não é uma variável hidrogeológica.,Definido apenas para produtos de tesselação sintética.
source,Vertical e temporal,vertical_temporal_registry.csv,Fonte documental declarada para a camada vertical-temporal.,Registrada no catálogo metodológico.,texto,Permite rastrear de onde vem a condição avaliada.,Não significa que toda a fonte foi integralmente incorporada.,"Se ausente, a camada não deve ser considerada plenamente rastreável."
source_core_match_pct,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Percentual de pares centrais comparáveis coincidentes entre snapshots.,100 × pares coincidentes ÷ pares comparáveis.,%,Valor alto indica forte repetição documental dos mesmos atributos entre versões.,Não é acurácia contra verdade de campo nem score de qualidade.,UNKNOWN quando não existem pares comparáveis.
source_core_pairs_comparable_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de pares campo-poço comparáveis entre snapshots para os campos centrais auditados.,"Contagem de pares com valores utilizáveis em ambas as fontes para profundidade, NE, ND e capacidade específica.",n,É o denominador local da concordância documental entre versões.,"Não mede independência, precisão de campo ou qualidade total do poço.",UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
source_core_pairs_matching_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de pares comparáveis cujos valores coincidem dentro das tolerâncias documentadas.,Contagem dos pares comparáveis classificados como coincidentes.,n,Mostra quantos valores são ecos documentais consistentes entre snapshots.,Não transforma snapshots em réplicas independentes.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
source_field,Suficiência por pergunta,question_requirement_matrix.csv | well_requirement_status_long.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
source_field_a,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
source_field_b,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
source_hex_id,Malhas de evidência,grid_evidence_long.csv | malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv,Identificador herdado da geometria de malha fonte.,Preservação do atributo original.,texto,Serve para rastreabilidade entre a célula PIH e a geometria fonte.,Não representa posição ordinal de importância.,UNKNOWN se não existir no arquivo fonte.
source_ids,Suficiência por pergunta,question_registry.csv | question_requirement_matrix.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
source_snapshot_overlap,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de que o mesmo well_id aparece nos dois snapshots auditados.,TRUE quando source_snapshots_n = 2.,booleano,Permite reconhecer eco de fonte antes de contar registros.,Não é duplicação física do poço.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
source_snapshot_overlap_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de poços da célula presentes nos dois snapshots.,Soma de source_snapshot_overlap.,n,Quantifica representação multiversão dentro da célula.,Não é número de observações repetidas no tempo.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
source_snapshots_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de snapshots cadastrais em que o mesmo well_id foi encontrado.,Contagem distinta entre snapshot atual e snapshot histórico SGB 2024.,n,2 indica presença documental em ambas as versões de base.,Não representa duas observações hidrogeológicas independentes.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
source_value,Suficiência por pergunta,well_requirement_status_long.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
spatial_coordinate_review,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Indicador de coordenada preservada com alerta de revisão.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,booleano,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
spatial_coordinate_review_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços cuja coordenada está marcada para revisão na unidade de análise.,Contagem direta do indicador spatial_coordinate_review entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
spatial_coordinate_review_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços cuja coordenada está marcada para revisão entre os poços da célula.,100 × spatial_coordinate_review_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
spatial_coordinate_valid,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Indicador de coordenada válida segundo as regras objetivas vigentes.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,booleano,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
spatial_gap_E01_p90_km,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentil 90 da distância do suporte fixo da célula ao poço canônico mais próximo.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,km,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
spatial_municipality_agreement,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Indicador de concordância entre município declarado e município espacial.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,booleano,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
spatial_municipality_mismatch_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com divergência entre município declarado e município espacial na unidade de análise.,Contagem direta do indicador spatial_municipality_mismatch entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
spatial_municipality_mismatch_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com divergência entre município declarado e município espacial entre os poços da célula.,100 × spatial_municipality_mismatch_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
spatial_nearest_neighbor_m,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,"Distância ao poço canônico mais próximo, usada somente como contexto espacial.",Preservado ou derivado diretamente pelas regras documentadas da V2.2.,m,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
spatial_state,Conhecimento hidrogeológico efetivo V2.2 | Dimensão espacial,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Estado descritivo da dimensão espacial.,Regra categórica determinística definida na metodologia V2.2.,categoria,Ler junto aos indicadores e aos códigos de incerteza da mesma dimensão.,"Não é nota, peso, potencial aquífero ou prioridade.",UNKNOWN é mantido como resultado quando a evidência não demonstra o estado.
spearman_counts_median,Estrutura espacial | Estudo de escalas,maup_origin_sensitivity_summary.csv | scale_candidate_origin_sensitivity.csv,Correlação de Spearman entre valores associados aos mesmos pontos de suporte.,Correlação por postos dos dois vetores comparados.,-1 a 1,Avalia estabilidade da ordenação espacial sem exigir linearidade.,Correlação alta não significa igualdade de valores ou ausência de MAUP.,UNKNOWN quando uma série não possui variação suficiente.
spearman_counts_min,Estrutura espacial | Estudo de escalas,maup_origin_sensitivity_summary.csv | scale_candidate_origin_sensitivity.csv,Correlação de Spearman entre valores associados aos mesmos pontos de suporte.,Correlação por postos dos dois vetores comparados.,-1 a 1,Avalia estabilidade da ordenação espacial sem exigir linearidade.,Correlação alta não significa igualdade de valores ou ausência de MAUP.,UNKNOWN quando uma série não possui variação suficiente.
spearman_counts_support,Estrutura espacial | Estudo de escalas,maup_origin_concordance.csv | scale_candidate_origin_concordance.csv,Correlação de Spearman entre valores associados aos mesmos pontos de suporte.,Correlação por postos dos dois vetores comparados.,-1 a 1,Avalia estabilidade da ordenação espacial sem exigir linearidade.,Correlação alta não significa igualdade de valores ou ausência de MAUP.,UNKNOWN quando uma série não possui variação suficiente.
spearman_density_per100km2,Estrutura espacial | Estudo de escalas,scale_candidate_cross_scale_stability.csv | scale_stability_evidence.csv,Correlação de Spearman entre densidades calculadas nos mesmos pontos de suporte para duas escalas.,Correlação por postos ρ entre os vetores de densidade por 100 km² associados às duas malhas.,-1 a 1,Valores altos indicam ordenação espacial mais semelhante entre escalas.,Não garante concordância de presença nem identidade de valores.,UNKNOWN se não houver variabilidade suficiente.
spearman_state_code,Estabilidade e sensibilidade,cross_scale_pairwise.csv | origin_pairwise.csv,Estado categórico de spearman state code nas regras documentais da V2.5.,Correlação ordinal de Spearman entre códigos de estado no mesmo suporte fixo.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
specific_capacity_both_sources,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de capacidade específica presente nos dois snapshots.,TRUE quando existe valor comparável nas duas fontes.,booleano,Define o denominador para testar eco de capacidade específica.,Não significa duas medições independentes.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
specific_capacity_both_sources_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de poços com capacidade específica nos dois snapshots na célula.,Contagem dos indicadores individuais correspondentes.,n,Permite localizar repetição documental dessa variável.,Não mede estabilidade hidráulica no tempo.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
specific_capacity_source_echo,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Indicador de valores de capacidade específica numericamente coincidentes nas duas fontes.,TRUE quando ambos existem e coincidem pela tolerância da auditoria.,booleano,Evidencia repetição documental provável do mesmo valor.,Não demonstra estabilidade temporal do aquífero.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
specific_capacity_source_echo_n,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Número de poços com eco numérico de capacidade específica na célula.,Contagem dos indicadores individuais correspondentes.,n,Permite localizar repetição documental dessa variável.,Não mede estabilidade hidráulica no tempo.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
specific_capacity_source_echo_pct,Independência e redundância,well_independence_redundancy.csv | independence_redundancy_*km2.csv,Percentual de ecos numéricos entre os poços que têm capacidade específica nos dois snapshots.,100 × specific_capacity_source_echo_n ÷ specific_capacity_both_sources_n.,%,Valor alto indica que as duas fontes reproduzem predominantemente os mesmos números comparáveis.,Não representa repetibilidade de ensaio.,UNKNOWN quando nenhum poço tem capacidade específica em ambas as fontes.
state_E01,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E01 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E02,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E02 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E03,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E03 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E04,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E04 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E05,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E05 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E06,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E06 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
state_E07,Estrutura espacial | Malhas de evidência,malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Estado de disponibilidade da evidência E07 na célula.,Derivado da presença de E01 e da contagem da evidência selecionada.,categoria,"Distingue evidência presente, ausência documental dentro de célula com poços e UNKNOWN sem suporte E01.",Não é classe de prioridade.,UNKNOWN é preservado explicitamente.
